"","person_age","person_income","person_home_ownership","person_emp_length","loan_intent","loan_grade","loan_amnt","loan_int_rate","loan_status","loan_percent_income","cb_person_default_on_file","cb_person_cred_hist_length"
"28594",36,27600,"RENT",0,"EDUCATION","B",1000,11.49,"0",0.04,"N",12
"28595",41,28800,"RENT",2,"EDUCATION","C",1000,22.1110623304897,"0",0.03,"N",13
"28596",46,35000,"RENT",1,"VENTURE","A",1000,7.9,"0",0.03,"N",12
"28597",41,26400,"MORTGAGE",1,"PERSONAL","D",10300,16.29,"1",0.39,"Y",14
"28598",45,38400,"RENT",4,"DEBTCONSOLIDATION","C",1000,14.72,"0",0.03,"Y",12
"28599",40,39960,"RENT",0,"EDUCATION","C",1000,15.23,"0",0.03,"Y",14
"28600",37,44000,"RENT",14,"EDUCATION","A",1000,5.42,"0",0.02,"N",13
"28601",36,42000,"RENT",21,"HOMEIMPROVEMENT","A",1000,7.51,"1",0.02,"N",14
"28602",38,61000,"RENT",0,"PERSONAL","B",1000,9.45,"0",0.02,"N",17
"28603",41,26400,"MORTGAGE",4,"DEBTCONSOLIDATION","B",6000,12.21,"1",0.23,"N",16
"28604",44,26500,"MORTGAGE",5,"DEBTCONSOLIDATION","A",6200,6.03,"0",0.23,"N",16
"28605",45,26748,"OWN",8,"MEDICAL","A",4000,7.88,"0",0.15,"N",12
"28606",36,26880,"OWN",0,"MEDICAL","A",4500,7.66,"0",0.17,"N",11
"28607",36,16800,"RENT",2,"PERSONAL","C",1200,13.06,"0",0.07,"N",15
"28608",39,18300,"RENT",0,"DEBTCONSOLIDATION","D",1200,14.74,"1",0.07,"Y",11
"28609",36,29000,"RENT",9,"MEDICAL","B",1200,12.42,"0",0.04,"N",15
"28610",36,27000,"OWN",4,"HOMEIMPROVEMENT","A",6000,7.14,"0",0.22,"N",15
"28611",41,57000,"RENT",3,"PERSONAL","D",1200,15.99,"0",0.02,"Y",12
"28612",37,85000,"RENT",21,"VENTURE","A",1200,8.9,"0",0.01,"N",13
"28613",45,27012,"MORTGAGE",20,"PERSONAL","A",6000,5.99,"1",0.22,"N",13
"28614",40,27040,"MORTGAGE",7,"EDUCATION","B",6925,9.99,"0",0.26,"N",15
"28615",39,27040,"MORTGAGE",0,"HOMEIMPROVEMENT","A",4800,8.59,"0",0.18,"N",17
"28616",38,37500,"RENT",0,"VENTURE","A",1375,6.91,"0",0.04,"N",11
"28617",38,27500,"MORTGAGE",5,"MEDICAL","C",4700,13.92,"0",0.17,"N",13
"28618",37,26400,"RENT",5,"EDUCATION","A",1500,6.91,"0",0.06,"N",17
"28619",41,27340,"RENT",7,"DEBTCONSOLIDATION","C",1500,12.99,"0",0.05,"Y",15
"28620",48,29004,"RENT",6,"MEDICAL","A",1500,7.51,"0",0.05,"N",15
"28621",42,30132,"RENT",4,"VENTURE","C",1500,12.98,"0",0.05,"Y",14
"28622",40,30996,"RENT",2,"MEDICAL","C",1500,13.72,"1",0.05,"Y",14
"28623",50,29000,"RENT",1,"PERSONAL","B",1500,10.39,"1",0.05,"N",15
"28624",42,35004,"RENT",12,"MEDICAL","A",1500,7.37,"0",0.04,"N",12
"28625",41,35400,"RENT",11,"VENTURE","C",1500,12.87,"0",0.04,"Y",14
"28626",43,28000,"MORTGAGE",4,"HOMEIMPROVEMENT","D",6250,21.2787497361872,"1",0.22,"Y",13
"28627",41,32004,"RENT",2,"HOMEIMPROVEMENT","D",1500,14.74,"1",0.05,"N",17
"28628",48,33500,"RENT",1,"HOMEIMPROVEMENT","D",1500,14.74,"1",0.04,"N",11
"28629",36,28000,"MORTGAGE",1,"VENTURE","D",3075,15.62,"1",0.11,"Y",12
"28630",39,39000,"RENT",7,"DEBTCONSOLIDATION","B",1500,10.36,"1",0.04,"N",16
"28631",40,49788,"RENT",1,"DEBTCONSOLIDATION","A",1500,9.32,"0",0.03,"N",16
"28632",45,52000,"RENT",0,"MEDICAL","A",1500,8.94,"0",0.03,"N",13
"28633",44,28000,"OWN",0,"VENTURE","A",3500,8.94,"0",0.13,"N",12
"28634",48,28000,"MORTGAGE",7,"HOMEIMPROVEMENT","A",7500,7.74,"0",0.27,"N",16
"28635",41,55000,"RENT",3,"VENTURE","A",1500,5.99,"0",0.03,"N",15
"28636",41,63000,"RENT",1,"PERSONAL","A",1500,8,"0",0.02,"N",17
"28637",45,74600,"RENT",2,"MEDICAL","C",1500,13.61,"0",0.02,"N",13
"28638",38,80000,"RENT",0,"EDUCATION","B",1500,11.49,"0",0.02,"N",16
"28639",36,89004,"RENT",2,"PERSONAL","B",1500,11.36,"0",0.02,"N",14
"28640",40,90000,"RENT",1,"EDUCATION","C",1500,14.27,"0",0.02,"Y",14
"28641",37,28500,"MORTGAGE",6,"EDUCATION","A",1800,6.76,"0",0.06,"N",12
"28642",42,14000,"RENT",0,"EDUCATION","C",1700,13.16,"0",0.12,"Y",13
"28643",44,27000,"RENT",5,"EDUCATION","A",1700,6.99,"0",0.06,"N",15
"28644",39,28650,"MORTGAGE",1,"MEDICAL","B",8000,10.37,"0",0.28,"N",14
"28645",37,44000,"RENT",0,"PERSONAL","B",1700,10.59,"1",0.04,"N",17
"28646",40,19200,"RENT",2,"VENTURE","B",1800,11.99,"0",0.09,"N",13
"28647",37,27000,"RENT",0,"MEDICAL","B",1800,11.36,"0",0.07,"N",11
"28648",36,45000,"RENT",3,"DEBTCONSOLIDATION","C",1800,14.27,"0",0.04,"Y",15
"28649",36,28800,"OWN",0,"HOMEIMPROVEMENT","B",5375,11.11,"0",0.19,"N",13
"28650",39,44000,"RENT",11,"MEDICAL","D",1800,14.91,"1",0.04,"N",17
"28651",37,28800,"MORTGAGE",3,"VENTURE","A",4000,6.54,"0",0.14,"N",17
"28652",37,50400,"RENT",9,"VENTURE","A",1800,8.9,"0",0.04,"N",11
"28653",37,51000,"RENT",5,"DEBTCONSOLIDATION","A",1800,7.51,"0",0.04,"N",14
"28654",49,28800,"MORTGAGE",5,"MEDICAL","A",12000,23.4826039974501,"0",0.42,"N",16
"28655",36,104589.444424468,"RENT",10,"HOMEIMPROVEMENT","A",1800,8,"0",0.01,"N",16
"28656",43,11340,"RENT",4,"EDUCATION","C",1950,24.4430494363017,"1",0.17,"N",11
"28657",42,40000,"RENT",6,"DEBTCONSOLIDATION","B",1950,11.86,"0",0.05,"N",17
"28658",36,90000,"RENT",6,"DEBTCONSOLIDATION","B",1950,12.42,"0",0.02,"N",15
"28659",37,29000,"MORTGAGE",8,"DEBTCONSOLIDATION","B",7750,22.0629606746075,"0",0.27,"N",16
"28660",48,15000,"RENT",4,"DEBTCONSOLIDATION","C",2000,12.84,"0",0.13,"Y",14
"28661",47,18000,"RENT",4,"EDUCATION","A",2000,7.29,"0",0.11,"N",11
"28662",39,18996,"RENT",5,"EDUCATION","A",2000,7.88,"0",0.11,"N",12
"28663",45,19200,"RENT",0,"VENTURE","A",2000,8.49,"0",0.1,"N",12
"28664",48,19632,"RENT",19,"PERSONAL","C",2000,13.47,"0",0.1,"Y",12
"28665",43,29004,"OWN",3,"MEDICAL","A",5000,7.88,"0",0.17,"N",11
"28666",42,20400,"RENT",4,"PERSONAL","F",2000,20.99,"0",0.1,"Y",13
"28667",46,29004,"MORTGAGE",4,"PERSONAL","B",10000,11.58,"0",0.34,"N",11
"28668",39,24000,"RENT",0,"MEDICAL","B",2000,10.99,"0",0.08,"N",11
"28669",39,29280,"OWN",0,"VENTURE","A",1800,7.37,"0",0.06,"N",11
"28670",41,24000,"RENT",24,"PERSONAL","A",2000,7.75,"1",0.08,"N",17
"28671",36,29500,"OWN",4,"VENTURE","B",1250,11.83,"0",0.04,"N",15
"28672",44,25209,"RENT",6,"MEDICAL","C",2000,20.152337391966,"0",0.08,"Y",13
"28673",37,26500,"RENT",11,"EDUCATION","C",2000,13.16,"0",0.08,"Y",16
"28674",39,28500,"RENT",1,"VENTURE","B",2000,20.7078140277346,"0",0.07,"N",14
"28675",39,29894,"OWN",23,"HOMEIMPROVEMENT","B",8000,9.63,"0",0.27,"N",17
"28676",48,30000,"MORTGAGE",21,"HOMEIMPROVEMENT","B",2100,12.42,"0",0.07,"N",14
"28677",44,102000,"RENT",9,"MEDICAL","A",15000,8.94,"0",0.15,"N",12
"28678",46,102000,"RENT",0,"PERSONAL","C",15000,13.22,"0",0.15,"Y",17
"28679",44,108000,"RENT",2,"MEDICAL","C",15000,13.57,"0",0.14,"N",12
"28680",37,30000,"OWN",13,"EDUCATION","D",4800,16.29,"0",0.16,"N",11
"28681",36,120000,"RENT",4,"HOMEIMPROVEMENT","C",15000,12.99,"0",0.13,"Y",15
"28682",36,122000,"RENT",2,"HOMEIMPROVEMENT","A",15000,27.0147347388077,"0",0.12,"N",17
"28683",38,1381.06738452427,"RENT",16,"EDUCATION","D",15000,15.62,"0",0.07,"N",17
"28684",37,108644.418297786,"RENT",4,"VENTURE","D",15000,21.0937100603066,"0",0.03,"N",12
"28685",37,63000,"RENT",1,"DEBTCONSOLIDATION","A",14900,9.63,"0",0.24,"N",13
"28686",37,48000,"RENT",0,"DEBTCONSOLIDATION","B",14725,23.3865269901162,"1",0.31,"N",11
"28687",36,30123,"RENT",5,"MEDICAL","C",2000,14.26,"0",0.07,"Y",12
"28688",41,32496,"RENT",4,"EDUCATION","B",2000,10.99,"1",0.06,"N",12
"28689",48,32500,"RENT",0,"VENTURE","D",2000,17.27,"1",0.06,"N",16
"28690",38,33000,"RENT",2,"VENTURE","D",2000,16.89,"1",0.06,"N",14
"28691",45,30000,"MORTGAGE",5,"MEDICAL","C",1000,15.23,"0",0.03,"Y",11
"28692",43,60000,"RENT",5,"DEBTCONSOLIDATION","B",2000,12.53,"0",0.03,"N",17
"28693",44,65000,"RENT",16,"MEDICAL","A",2000,7.9,"0",0.03,"N",14
"28694",43,69000,"RENT",0,"DEBTCONSOLIDATION","A",2000,8.9,"0",0.03,"N",17
"28695",37,30000,"MORTGAGE",15,"HOMEIMPROVEMENT","A",8000,25.1195559241735,"0",0.27,"N",17
"28696",43,85000,"RENT",2,"PERSONAL","A",2000,6.62,"0",0.02,"N",14
"28697",36,124236.420927204,"RENT",4,"DEBTCONSOLIDATION","E",2000,22.1840498892992,"1",0.01,"Y",14
"28698",40,30000,"OWN",4,"HOMEIMPROVEMENT","C",5000,13.43,"0",0.17,"Y",11
"28699",38,34800,"RENT",1,"DEBTCONSOLIDATION","C",2100,14.72,"0",0.06,"N",13
"28700",38,9732,"RENT",9,"EDUCATION","A",2200,9.63,"1",0.23,"N",17
"28701",39,34000,"RENT",1,"HOMEIMPROVEMENT","D",14000,17.58,"1",0.41,"N",16
"28702",38,30000,"RENT",2,"DEBTCONSOLIDATION","C",2200,22.4919912024851,"0",0.07,"Y",11
"28703",36,54000,"RENT",2,"HOMEIMPROVEMENT","C",2225,10.59,"1",0.04,"N",14
"28704",39,30000,"RENT",3,"DEBTCONSOLIDATION","C",2300,14.79,"0",0.08,"Y",15
"28705",46,30000,"MORTGAGE",13,"VENTURE","A",3050,7.88,"0",0.1,"N",14
"28706",38,22000,"RENT",2,"DEBTCONSOLIDATION","C",2350,14.17,"0",0.11,"Y",16
"28707",37,40080,"RENT",7,"MEDICAL","A",2350,7.88,"0",0.06,"N",12
"28708",36,13440,"RENT",2,"EDUCATION","D",2400,17.49,"1",0.18,"Y",11
"28709",37,14000,"RENT",0,"DEBTCONSOLIDATION","B",2400,22.7318012983039,"1",0.17,"N",11
"28710",49,15000,"RENT",6,"EDUCATION","B",2400,9.91,"1",0.16,"N",17
"28711",39,30000,"MORTGAGE",14,"MEDICAL","D",7200,14.96,"1",0.24,"Y",11
"28712",36,21996,"RENT",3,"PERSONAL","D",2400,14.11,"0",0.11,"N",11
"28713",37,24500,"RENT",0,"PERSONAL","B",2400,11.71,"0",0.1,"N",11
"28714",39,32280,"RENT",22,"PERSONAL","B",2400,8.88,"0",0.07,"N",17
"28715",47,30000,"OWN",1,"EDUCATION","C",8000,26.9265544243354,"0",0.27,"N",17
"28716",40,35000,"RENT",17,"EDUCATION","A",2400,21.809476360423,"0",0.07,"N",16
"28717",36,32000,"RENT",2,"MEDICAL","E",2400,18.79,"1",0.07,"N",14
"28718",36,38568,"RENT",7,"PERSONAL","E",2400,18.39,"0",0.06,"Y",12
"28719",37,45000,"RENT",2,"VENTURE","B",2400,9.91,"0",0.05,"N",16
"28720",36,57110,"RENT",5,"EDUCATION","B",2400,10,"0",0.04,"N",15
"28721",36,60000,"RENT",2,"PERSONAL","A",2400,5.79,"0",0.04,"N",17
"28722",37,1e+05,"RENT",0,"DEBTCONSOLIDATION","B",2400,9.99,"0",0.02,"N",16
"28723",38,30000,"MORTGAGE",8,"PERSONAL","C",10000,11.22,"0",0.33,"Y",17
"28724",44,30160,"MORTGAGE",4,"PERSONAL","C",7500,18.1041880151443,"0",0.25,"N",16
"28725",37,30480,"OWN",1,"MEDICAL","B",1200,11.99,"0",0.04,"N",15
"28726",44,1e+05,"RENT",5,"EDUCATION","A",13500,8.9,"0",0.14,"N",17
"28727",39,121417.271328295,"RENT",6,"VENTURE","B",13500,11.49,"0",0.07,"N",14
"28728",36,33481,"RENT",9,"MEDICAL","E",13475,15.68,"1",0.4,"Y",15
"28729",39,62692,"RENT",9,"VENTURE","B",13200,9.88,"0",0.21,"N",11
"28730",42,31000,"MORTGAGE",5,"VENTURE","B",7200,11.99,"0",0.23,"N",17
"28731",40,63000,"RENT",2,"HOMEIMPROVEMENT","B",13050,11.48,"0",0.21,"N",15
"28732",42,36000,"RENT",8,"MEDICAL","C",13000,12.73,"1",0.36,"Y",16
"28733",42,38400,"RENT",4,"MEDICAL","B",13000,19.9931330842062,"1",0.34,"N",11
"28734",38,31200,"MORTGAGE",6,"VENTURE","C",5850,13.49,"0",0.19,"Y",11
"28735",37,31200,"MORTGAGE",5,"EDUCATION","B",3000,9.99,"0",0.1,"N",16
"28736",45,22178,"RENT",3,"VENTURE","A",2500,5.99,"0",0.11,"N",11
"28737",42,26568,"RENT",6,"PERSONAL","B",2500,10.37,"0",0.09,"N",14
"28738",36,31000,"RENT",2,"EDUCATION","A",2500,8.9,"0",0.08,"N",13
"28739",42,32004,"RENT",1,"DEBTCONSOLIDATION","A",2500,7.49,"1",0.08,"N",17
"28740",36,36000,"RENT",3,"EDUCATION","B",2500,9.76,"0",0.07,"N",15
"28741",36,32000,"MORTGAGE",7,"EDUCATION","B",5300,10.65,"0",0.17,"N",13
"28742",41,32000,"MORTGAGE",2,"PERSONAL","C",6000,16.3720553821586,"0",0.19,"N",12
"28743",47,48000,"RENT",14,"MEDICAL","C",2500,14.65,"0",0.05,"Y",17
"28744",37,48000,"RENT",0,"PERSONAL","B",2500,9.62,"0",0.05,"N",12
"28745",36,32000,"MORTGAGE",6,"DEBTCONSOLIDATION","B",12000,10.37,"0",0.38,"N",11
"28746",36,32000,"MORTGAGE",9,"EDUCATION","B",5000,8.88,"0",0.16,"N",13
"28747",39,59000,"RENT",0,"PERSONAL","F",2500,18.78,"1",0.04,"N",13
"28748",36,60072,"RENT",14,"HOMEIMPROVEMENT","B",2500,11.49,"1",0.04,"N",16
"28749",39,68000,"RENT",0,"HOMEIMPROVEMENT","A",2500,7.88,"0",0.04,"N",12
"28750",47,72000,"RENT",5,"VENTURE","D",2500,15.05,"0",0.03,"N",11
"28751",38,80000,"RENT",9,"PERSONAL","B",2500,10.99,"0",0.03,"N",13
"28752",44,117300,"RENT",3,"MEDICAL","A",2500,7.29,"1",0.02,"N",11
"28753",40,24000,"RENT",2,"MEDICAL","A",2800,7.88,"0",0.12,"N",14
"28754",41,19200,"RENT",2,"MEDICAL","D",2950,16.49,"1",0.15,"Y",12
"28755",36,10800,"RENT",0,"VENTURE","E",3000,16.77,"1",0.28,"N",11
"28756",48,32304,"MORTGAGE",22,"MEDICAL","B",15000,9.63,"0",0.46,"N",17
"28757",37,14400,"RENT",4,"VENTURE","C",3000,13.61,"1",0.21,"N",17
"28758",37,32400,"OWN",0,"HOMEIMPROVEMENT","D",8000,15.99,"0",0.25,"N",11
"28759",37,17520,"RENT",1,"VENTURE","A",3000,23.1459254979972,"1",0.17,"N",16
"28760",36,32400,"MORTGAGE",20,"PERSONAL","D",6600,13.24,"0",0.2,"Y",11
"28761",38,18000,"RENT",4,"EDUCATION","C",3000,13.23,"1",0.17,"Y",14
"28762",36,32642,"MORTGAGE",18,"DEBTCONSOLIDATION","B",8500,11.49,"0",0.26,"N",12
"28763",41,21000,"RENT",0,"MEDICAL","B",3000,25.7395935465738,"0",0.14,"N",15
"28764",40,21600,"RENT",2,"HOMEIMPROVEMENT","D",3000,14.09,"1",0.14,"Y",13
"28765",37,21600,"RENT",7,"MEDICAL","B",3000,12.18,"0",0.14,"N",16
"28766",47,30000,"RENT",6,"PERSONAL","C",3000,12.23,"0",0.1,"Y",16
"28767",36,30000,"RENT",14,"MEDICAL","B",3000,10.38,"0",0.1,"N",11
"28768",37,30000,"RENT",6,"MEDICAL","C",3000,11.03,"0",0.1,"N",13
"28769",36,31200,"RENT",9,"PERSONAL","B",3000,12.42,"0",0.1,"N",12
"28770",42,32000,"RENT",7,"MEDICAL","A",3000,6.99,"0",0.09,"N",12
"28771",47,30000,"RENT",2,"HOMEIMPROVEMENT","C",3000,12.99,"1",0.1,"N",11
"28772",41,37000,"RENT",2,"MEDICAL","B",3000,20.7353569636322,"0",0.08,"N",16
"28773",40,33000,"MORTGAGE",2,"MEDICAL","B",1000,24.5749857057372,"0",0.03,"N",16
"28774",39,38500,"RENT",0,"MEDICAL","B",3000,31.3734665508078,"0",0.08,"N",16
"28775",37,40000,"RENT",1,"VENTURE","B",3000,11.71,"0",0.07,"N",15
"28776",42,38000,"RENT",3,"MEDICAL","E",3000,17.56,"1",0.08,"N",15
"28777",43,46000,"RENT",5,"VENTURE","B",3000,11.71,"0",0.07,"N",17
"28778",38,47000,"RENT",2,"VENTURE","A",3000,28.9946706301587,"0",0.06,"N",11
"28779",39,47004,"RENT",12,"MEDICAL","B",3000,11.49,"0",0.06,"N",13
"28780",47,33600,"MORTGAGE",12,"PERSONAL","A",10000,5.42,"0",0.3,"N",12
"28781",37,48000,"RENT",8,"EDUCATION","A",3000,6.99,"0",0.06,"N",14
"28782",38,49000,"RENT",4,"DEBTCONSOLIDATION","A",3000,7.51,"0",0.06,"N",13
"28783",36,50000,"RENT",3,"VENTURE","B",3000,11.26,"0",0.06,"N",11
"28784",37,50000,"RENT",1,"VENTURE","B",3000,11.58,"0",0.06,"N",14
"28785",42,33600,"MORTGAGE",11,"VENTURE","C",5000,22.3182588237189,"0",0.15,"N",11
"28786",36,48686,"RENT",21,"VENTURE","D",12000,13.99,"0",0.25,"N",11
"28787",47,33888,"MORTGAGE",5,"PERSONAL","A",7000,7.49,"0",0.21,"N",13
"28788",39,50000,"RENT",8,"PERSONAL","B",12000,11.71,"0",0.24,"N",15
"28789",36,34000,"MORTGAGE",2,"VENTURE","B",5000,10.65,"0",0.15,"N",11
"28790",45,50400,"RENT",2,"HOMEIMPROVEMENT","C",12000,12.87,"0",0.24,"Y",13
"28791",40,51500,"RENT",1,"VENTURE","B",12000,12.53,"0",0.23,"N",15
"28792",47,52000,"RENT",5,"EDUCATION","B",12000,11.99,"0",0.23,"N",14
"28793",40,53000,"RENT",2,"HOMEIMPROVEMENT","A",12000,7.88,"0",0.23,"N",11
"28794",40,54000,"RENT",7,"PERSONAL","B",12000,10.62,"0",0.22,"N",14
"28795",45,55000,"RENT",17,"VENTURE","B",12000,9.91,"0",0.22,"N",12
"28796",43,34000,"MORTGAGE",4,"HOMEIMPROVEMENT","A",9800,21.6337073594143,"0",0.29,"N",17
"28797",39,49000,"RENT",2,"DEBTCONSOLIDATION","D",12000,14.59,"1",0.24,"N",14
"28798",41,55000,"RENT",9,"DEBTCONSOLIDATION","B",12000,12.53,"0",0.22,"N",15
"28799",39,34000,"MORTGAGE",1,"VENTURE","B",5200,9.76,"0",0.15,"N",16
"28800",37,55200,"RENT",9,"MEDICAL","B",12000,11.71,"0",0.22,"N",15
"28801",46,56500,"RENT",4,"HOMEIMPROVEMENT","B",12000,10.37,"0",0.21,"N",14
"28802",40,34560,"MORTGAGE",3,"MEDICAL","B",10000,27.4701124921708,"0",0.29,"N",12
"28803",40,53000,"RENT",2,"MEDICAL","A",3000,9.32,"0",0.06,"N",15
"28804",43,54000,"RENT",0,"DEBTCONSOLIDATION","A",3000,8.94,"0",0.06,"N",14
"28805",37,49000,"RENT",2,"DEBTCONSOLIDATION","C",3000,21.2688172371322,"1",0.06,"Y",14
"28806",38,34800,"MORTGAGE",2,"PERSONAL","A",6250,7.49,"0",0.18,"N",16
"28807",37,55000,"RENT",4,"PERSONAL","B",3000,21.3638492103516,"0",0.05,"N",14
"28808",39,55000,"RENT",0,"MEDICAL","B",3000,10.2,"0",0.05,"N",15
"28809",40,57000,"RENT",1,"EDUCATION","B",3000,10,"0",0.05,"N",14
"28810",42,58752,"RENT",8,"MEDICAL","B",3000,10.01,"0",0.05,"N",16
"28811",40,54000,"RENT",5,"EDUCATION","D",3000,16.89,"1",0.06,"N",15
"28812",36,35000,"MORTGAGE",5,"DEBTCONSOLIDATION","A",12000,8.9,"0",0.34,"N",17
"28813",37,60000,"RENT",0,"DEBTCONSOLIDATION","C",3000,12.53,"0",0.05,"Y",11
"28814",40,35000,"MORTGAGE",6,"VENTURE","B",5600,10.65,"0",0.16,"N",13
"28815",36,62000,"RENT",13,"EDUCATION","A",3000,8.9,"0",0.05,"N",12
"28816",40,64200,"RENT",2,"EDUCATION","A",3000,7.74,"0",0.05,"N",13
"28817",37,64680,"RENT",10,"DEBTCONSOLIDATION","B",3000,12.53,"0",0.05,"N",14
"28818",50,65000,"RENT",0,"VENTURE","B",3000,10.99,"0",0.05,"N",14
"28819",36,35000,"MORTGAGE",4,"HOMEIMPROVEMENT","D",7500,16.29,"0",0.21,"N",16
"28820",38,35000,"MORTGAGE",6,"VENTURE","A",4800,7.51,"0",0.14,"N",14
"28821",40,69996,"RENT",6,"MEDICAL","B",3000,10.75,"0",0.04,"N",15
"28822",36,29000,"MORTGAGE",5,"EDUCATION","A",4000,8.49,"1",0.14,"N",13
"28823",40,74500,"RENT",2,"MEDICAL","C",3000,14.27,"0",0.04,"N",15
"28824",44,79272,"RENT",0,"HOMEIMPROVEMENT","A",3000,5.79,"0",0.04,"N",11
"28825",41,85000,"RENT",5,"PERSONAL","C",3000,13.49,"0",0.04,"N",17
"28826",37,88000,"RENT",11,"PERSONAL","A",3000,7.4,"0",0.03,"N",15
"28827",39,94000,"RENT",1,"EDUCATION","B",3000,10.99,"0",0.03,"N",16
"28828",39,97000,"RENT",15,"PERSONAL","B",3000,9.25,"0",0.03,"N",17
"28829",38,35000,"MORTGAGE",7,"DEBTCONSOLIDATION","A",13075,7.29,"0",0.37,"N",16
"28830",40,35000,"MORTGAGE",3,"EDUCATION","B",4000,10.37,"0",0.11,"N",17
"28831",41,35000,"MORTGAGE",18,"DEBTCONSOLIDATION","C",1500,13.06,"0",0.04,"N",12
"28832",39,122580.650544195,"RENT",1,"PERSONAL","B",3000,11.48,"0",0.01,"N",12
"28833",47,65000,"RENT",1,"DEBTCONSOLIDATION","C",3100,13.49,"0",0.05,"Y",12
"28834",36,50000,"RENT",4,"HOMEIMPROVEMENT","C",3125,13.47,"0",0.06,"Y",14
"28835",36,53000,"RENT",5,"HOMEIMPROVEMENT","C",3150,15.27,"0",0.06,"N",12
"28836",41,35000,"MORTGAGE",13,"PERSONAL","B",1500,10.38,"0",0.04,"N",16
"28837",36,35000,"MORTGAGE",2,"HOMEIMPROVEMENT","A",7500,30.0818611057985,"0",0.21,"N",13
"28838",37,33888,"RENT",7,"EDUCATION","D",3200,12.86,"0",0.09,"Y",16
"28839",41,42000,"RENT",1,"VENTURE","B",3200,12.18,"0",0.08,"N",16
"28840",47,35000,"OWN",9,"PERSONAL","B",2500,25.4520285378693,"0",0.07,"N",12
"28841",37,63000,"RENT",1,"DEBTCONSOLIDATION","C",3200,26.4418446111697,"0",0.05,"N",11
"28842",36,88000,"RENT",4,"MEDICAL","B",3200,10.99,"0",0.04,"N",13
"28843",45,35000,"OTHER",6,"PERSONAL","B",4800,25.1346511987884,"0",0.14,"N",12
"28844",42,35000,"OWN",12,"PERSONAL","A",2000,7.37,"0",0.06,"N",14
"28845",49,23004,"RENT",6,"PERSONAL","D",3250,15.21,"0",0.14,"N",12
"28846",39,28800,"RENT",4,"PERSONAL","C",3250,14.72,"0",0.11,"N",16
"28847",43,125000,"RENT",4,"EDUCATION","A",3250,7.49,"0",0.03,"N",16
"28848",45,35004,"MORTGAGE",5,"DEBTCONSOLIDATION","C",10000,25.2429107469484,"0",0.29,"Y",17
"28849",40,35820,"RENT",0,"MEDICAL","B",3275,8.88,"0",0.09,"N",11
"28850",48,35004,"MORTGAGE",14,"PERSONAL","A",3300,6.39,"0",0.09,"N",13
"28851",39,40000,"RENT",1,"MEDICAL","A",3300,21.6721813721954,"0",0.08,"N",13
"28852",38,55000,"RENT",9,"HOMEIMPROVEMENT","D",3325,16.89,"0",0.06,"N",14
"28853",41,35100,"MORTGAGE",3,"EDUCATION","A",4650,7.88,"0",0.13,"N",17
"28854",36,35256,"MORTGAGE",5,"HOMEIMPROVEMENT","A",5000,5.99,"0",0.14,"N",11
"28855",43,35300,"MORTGAGE",5,"MEDICAL","B",10000,10.25,"0",0.28,"N",13
"28856",42,29000,"RENT",3,"MEDICAL","A",3450,8,"0",0.12,"N",17
"28857",36,16107,"RENT",1,"EDUCATION","B",3500,10.36,"1",0.22,"N",14
"28858",38,20640,"RENT",2,"MEDICAL","C",3500,12.61,"0",0.17,"Y",16
"28859",42,35010,"RENT",4,"MEDICAL","C",3500,12.68,"0",0.1,"Y",16
"28860",39,36000,"MORTGAGE",1,"PERSONAL","A",7125,7.9,"0",0.2,"N",12
"28861",44,37000,"RENT",0,"MEDICAL","C",3500,12.87,"0",0.09,"Y",13
"28862",43,36000,"MORTGAGE",5,"VENTURE","B",5000,9.91,"0",0.14,"N",17
"28863",39,38400,"RENT",5,"EDUCATION","C",3500,12.99,"0",0.09,"Y",15
"28864",41,39000,"RENT",2,"PERSONAL","C",3500,13.11,"0",0.09,"N",13
"28865",41,36000,"MORTGAGE",5,"VENTURE","A",2500,7.9,"0",0.07,"N",12
"28866",36,36000,"OWN",11,"VENTURE","A",15000,7.9,"0",0.42,"N",12
"28867",37,36000,"MORTGAGE",5,"DEBTCONSOLIDATION","A",12000,6.03,"0",0.33,"N",13
"28868",38,43000,"RENT",4,"DEBTCONSOLIDATION","B",3500,11.83,"0",0.08,"N",12
"28869",48,36000,"OWN",24,"VENTURE","A",8000,6.99,"0",0.22,"N",15
"28870",37,44000,"RENT",12,"VENTURE","C",3500,13.61,"0",0.08,"N",15
"28871",37,36000,"MORTGAGE",7,"EDUCATION","A",9000,7.49,"0",0.25,"N",17
"28872",36,53000,"RENT",1,"EDUCATION","A",3500,9.32,"0",0.07,"N",17
"28873",38,36000,"MORTGAGE",3,"DEBTCONSOLIDATION","C",6000,13.99,"0",0.17,"N",16
"28874",44,30000,"MORTGAGE",7,"DEBTCONSOLIDATION","D",4500,15.62,"1",0.15,"N",15
"28875",44,36000,"MORTGAGE",1,"HOMEIMPROVEMENT","C",12000,13.99,"0",0.33,"N",12
"28876",39,30500,"RENT",3,"PERSONAL","A",3600,7.68,"0",0.12,"N",13
"28877",37,35496,"RENT",5,"VENTURE","B",3600,10.37,"0",0.1,"N",12
"28878",38,36000,"MORTGAGE",14,"VENTURE","B",18000,10.38,"0",0.5,"N",13
"28879",44,36000,"MORTGAGE",6,"EDUCATION","A",1000,7.51,"0",0.03,"N",14
"28880",36,37200,"RENT",5,"EDUCATION","C",11000,12.73,"0",0.3,"N",12
